LEA	LEA Name	State PPE	State Rank	Federal PPE	Federal Rank	Local PPE	Local Rank	Total PPE	Total Rank
610	Mitchell County Schools	5704.35	18	564.91	57	873.09	107	7142.35	37
620	Montgomery County Schools	5046.12	36	586.25	54	1477.48	32	7109.85	41
630	Moore County Schools	4553.13	83	465.98	81	1670.43	24	6689.54	65
491	Mooresville City Schools	4214.80	116	325.01	110	1675.85	22	6215.66	95
862	Mount Airy City Schools	4894.72	44	438.16	88	1627.40	25	6960.28	48
640	Nash-Rocky Mount Schools	4789.99	52	557.41	61	1062.86	81	6410.26	82
650	New Hanover County Schools	4374.60	105	543.26	63	2219.02	7	7136.88	38
182	Newton-Conover City Schools	4749.67	59	845.38	22	1435.74	35	7030.79	44
660	Northampton County Schools	5835.54	16	1159.71	8	989.64	93	7984.89	15
670	Onslow County Schools	4472.05	94	517.45	68	1066.12	79	6055.62	102
680	Orange County Schools	4736.05	62	404.81	97	2629.92	4	7770.78	20
690	Pamlico County Schools	6382.50	7	704.74	37	1081.38	77	8168.62	13
700	Pasquotank County Schools	4759.23	58	530.47	66	1305.68	48	6595.38	70
710	Pender County Schools	4621.22	73	637.68	45	1320.67	47	6579.57	71
720	Perquimans County Schools	6438.72	6	1185.05	6	1018.86	87	8642.63	8
730	Person County Schools	4541.23	85	453.3	85	1118.04	73	6112.57	98
740	Pitt County Schools	4568.37	79	560.95	58	1378.25	43	6507.57	74
750	Polk County Schools	5362.42	27	803.48	27	1729.35	20	7895.25	17
760	Randolph County Schools	4356.94	107	297.53	113	953.72	97	5608.19	116
770	Richmond County Schools	4970.79	41	647.59	44	837.92	108	6456.30	78
421	Roanoke Rapids City Schools	4817.52	49	628.67	46	1509.64	29	6955.83	49
780	Robeson County Schools	4723.61	63	720.02	35	768.14	112	6211.77	96
790	Rockingham County Schools	4804.83	50	503.1	72	1290.35	51	6598.28	69
800	Rowan-Salisbury County Schools	4409.94	101	443.27	86	1196.69	63	6049.90	105
810	Rutherford County Schools	4743.03	60	467.04	80	1022.59	85	6232.66	91
999	STATE TOTAL	4559.86	0	510.53	0	1544.92	0	6615.31	0
820	Sampson County Schools	4761.84	57	593.24	52	956.24	96	6311.32	87
830	Scotland County Schools	5084.77	33	1056.40	11	1385.72	41	7526.89	26
840	Stanly County Schools	4565.83	80	420.64	92	1144.27	71	6130.74	97
850	Stokes County Schools	4966.22	42	571.47	56	1156.69	68	6694.38	64
860	Surry County Schools	4701.87	64	489.49	75	1035.42	83	6226.78	93
870	Swain County Schools	5908.81	12	1251.12	4	874.11	105	8034.04	14
292	Thomasville City Schools	4437.42	99	850.56	20	1498.00	30	6785.98	60
880	Transylvania County Schools	4875.23	45	422.36	91	1677.89	21	6975.48	46
890	Tyrrell County Schools	9214.21	2	902.28	15	990.59	92	11107.08	2
900	Union County Schools	4251.62	113	293.07	115	1397.84	40	5942.53	110
910	Vance County Schools	4771.12	56	697.89	38	1157.51	67	6626.52	67
920	Wake County Schools	4249.35	114	367.01	105	2105.64	12	6722.00	63
930	Warren County Schools	5582.00	22	848.71	21	913.2	101	7343.91	33
940	Washington County Schools	6304.94	9	1340.05	2	1074.52	78	8719.51	7
950	Watauga County Schools	4740.62	61	398.82	98	1979.83	14	7119.27	40
960	Wayne County Schools	4530.65	88	590.29	53	948.64	98	6069.58	101
422	Weldon City Schools	5908.76	13	1254.34	3	1672.63	23	8835.73	5
241	Whiteville City Schools	5217.40	31	792.6	29	809.39	109	6819.39	57
970	Wilkes County Schools	4696.60	65	500.58	73	1298.55	50	6495.73	75
980	Wilson County Schools	4539.55	87	580.18	55	1220.12	62	6339.85	85
990	Yadkin County Schools	4495.71	92	358.92	106	1020.76	86	5875.39	113
995	Yancey County Schools	5504.11	25	671.05	40	922.02	100	7097.18	42
