Year	LEA	LEA Name	State PPE	State Rank	Federal PPE	Federal Rank	Local PPE	Local Rank	Total PPE	Total Rank
2009	780	Robeson County Schools	"6,447.25"	39	"1,169.41"	14	797.03	115	"8,413.69"	63
2009	790	Rockingham County Schools	"6,165.21"	49	621.94	69	"1,576.90"	59	"8,364.05"	68
2009	800	Rowan-Salisbury County Schools	"5,607.86"	88	524.19	87	"1,742.20"	42	"7,874.25"	89
2009	810	Rutherford County Schools	"6,184.51"	46	687.44	54	"1,426.83"	76	"8,298.78"	71
2009	999	STATE TOTAL	"5,699.96"		609.26		"1,919.69"		"8,228.91"	
2009	820	Sampson County Schools	"5,879.87"	66	824.32	36	991.32	112	"7,695.51"	100
2009	830	Scotland County Schools	"6,973.47"	27	"1,242.45"	11	"1,842.52"	33	"10,058.44"	18
2009	840	Stanly County Schools	"6,159.02"	50	547.59	84	"1,234.58"	93	"7,941.19"	88
2009	850	Stokes County Schools	"6,078.36"	56	523.94	88	"1,423.09"	77	"8,025.39"	80
2009	860	Surry County Schools	"5,915.07"	65	569.02	82	"1,280.16"	87	"7,764.25"	96
2009	870	Swain County Schools	"7,293.07"	19	"1,013.28"	21	"1,113.63"	103	"9,419.98"	29
2009	292	Thomasville City Schools	"5,949.65"	64	"1,640.62"	2	"1,728.16"	43	"9,318.43"	33
2009	880	Transylvania County Schools	"5,833.13"	70	540.61	85	"2,230.63"	20	"8,604.37"	58
2009	890	Tyrrell County Schools	"12,031.93"	2	"1,233.09"	12	"1,392.95"	81	"14,657.97"	2
2009	900	Union County Schools	"5,277.35"	110	346.02	112	"2,133.12"	21	"7,756.49"	94
2009	910	Vance County Schools	"6,541.30"	35	874.56	33	"1,252.11"	91	"8,667.97"	53
2009	920	Wake County Schools	"5,321.88"	109	406.66	104	"2,292.09"	18	"8,020.63"	82
2009	930	Warren County Schools	"7,646.13"	14	"1,149.38"	16	"1,591.43"	58	"10,386.94"	14
2009	940	Washington County Schools	"8,605.31"	4	"1,429.35"	6	"1,835.15"	35	"11,869.81"	6
2009	950	Watauga County Schools	"5,978.44"	63	482.85	97	"3,087.05"	8	"9,548.34"	27
2009	960	Wayne County Schools	"6,073.52"	57	702.93	51	"1,188.34"	96	"7,964.79"	87
2009	422	Weldon City Schools	"7,662.90"	13	"1,619.66"	3	"3,226.94"	7	"12,509.50"	3
2009	241	Whiteville City Schools	"6,628.38"	32	"1,027.07"	19	922.17	113	"8,577.62"	59
2009	970	Wilkes County Schools	"5,737.12"	76	490.05	94	"1,455.94"	72	"7,683.11"	99
2009	980	Wilson County Schools	"5,644.05"	85	688.24	53	"1,411.82"	79	"7,744.11"	95
2009	990	Yadkin County Schools	"6,051.41"	61	444.86	101	"1,438.15"	74	"7,934.42"	85
2009	995	Yancey County Schools	"7,046.11"	24	793.31	42	"1,311.97"	85	"9,151.39"	38
										
1										
