Year	LEA	LEA Name	State PPE	State Rank	Federal PPE	Federal Rank	Local PPE	Local Rank	Total PPE	Total Rank
2010	530	Lee County Schools	"5,175.20"	83	916.16	89	"1,635.98"	39	"7,727.34"	86
2010	540	Lenoir County Schools	"5,547.51"	61	"1,160.79"	50	950.15	107	"7,658.45"	89
2010	291	Lexington City Schools	"6,019.20"	37	"1,530.85"	16	"1,965.51"	23	"9,515.56"	25
2010	550	Lincoln County Schools	"5,031.02"	97	790.57	102	"1,435.41"	65	"7,257.00"	108
2010	560	Macon County Schools	"5,701.30"	52	"1,025.91"	68	"1,689.09"	38	"8,416.30"	58
2010	570	Madison County Schools	"6,464.56"	26	"1,038.30"	65	"1,170.34"	93	"8,673.20"	48
2010	580	Martin County Schools	"6,418.32"	28	"1,447.90"	23	"1,560.61"	51	"9,426.83"	27
2010	590	McDowell County Schools	"5,714.56"	50	"1,096.64"	54	"1,172.91"	92	"7,984.11"	74
2010	610	Mitchell County Schools	"7,455.20"	6	"1,098.65"	53	"1,155.08"	95	"9,708.93"	20
2010	620	Montgomery County Schools	"6,165.87"	35	"1,465.54"	21	"1,442.25"	63	"9,073.66"	35
2010	630	Moore County Schools	"4,996.80"	100	895.55	90	"1,973.41"	22	"7,865.76"	81
2010	491	Mooresville City Schools	"4,708.71"	113	716.16	108	"2,037.73"	21	"7,462.60"	99
2010	862	Mount Airy City Schools	"5,921.32"	39	"1,353.26"	29	"1,900.18"	25	"9,174.76"	32
2010	640	Nash-Rocky Mount Schools	"5,463.69"	67	"1,167.39"	49	"1,417.96"	67	"8,049.04"	70
2010	650	New Hanover County Schools	"4,909.72"	104	937.88	84	"2,495.21"	13	"8,342.81"	61
2010	182	Newton-Conover City Schools	"5,341.43"	73	"1,430.55"	24	"1,571.33"	49	"8,343.31"	60
2010	660	Northampton County Schools	"7,302.76"	9	"1,675.37"	9	"1,348.17"	75	"10,326.30"	11
2010	670	Onslow County Schools	"4,756.39"	112	928.94	86	"1,547.97"	55	"7,233.30"	109
2010	680	Orange County Schools	"5,253.86"	79	698.3	109	"3,027.26"	4	"8,979.42"	39
2010	690	Pamlico County Schools	"7,596.54"	5	"1,290.95"	35	"1,777.61"	32	"10,665.10"	8
2010	700	Pasquotank County Schools	"5,618.75"	57	"1,287.76"	36	"1,784.76"	31	"8,691.27"	46
2010	710	Pender County Schools	"4,950.62"	101	973.73	74	"1,564.90"	50	"7,489.25"	98
2010	720	Perquimans County Schools	"7,038.02"	15	"1,546.61"	13	"1,359.47"	72	"9,944.10"	15
2010	730	Person County Schools	"5,743.95"	45	969.58	75	"1,630.78"	40	"8,344.31"	59
2010	740	Pitt County Schools	"5,167.98"	88	"1,083.17"	57	"1,617.42"	43	"7,868.57"	80
2010	750	Polk County Schools	"6,360.72"	29	"1,094.26"	55	"2,149.28"	17	"9,604.26"	22
2010	760	Randolph County Schools	"5,175.05"	84	951.81	82	"1,282.68"	82	"7,409.54"	100
2010	770	Richmond County Schools	"5,827.96"	43	"1,380.65"	27	964.25	105	"8,172.86"	66
2010	421	Roanoke Rapids City Schools	"5,714.35"	51	"1,258.60"	37	"1,319.75"	78	"8,292.70"	63
2010	780	Robeson County Schools	"5,834.86"	41	"1,491.93"	18	746.69	115	"8,073.48"	69
2010	790	Rockingham County Schools	"5,542.85"	62	"1,057.50"	63	"1,504.11"	58	"8,104.46"	68
2010	800	Rowan-Salisbury County Schools	"5,119.26"	93	824.76	100	"1,876.52"	26	"7,820.54"	83
2010	810	Rutherford County Schools	"5,717.98"	49	"1,184.24"	47	"1,301.29"	79	"8,203.51"	64
2010	999	STATE TOTAL	"5,226.88"		984.11		"1,789.01"		"8,000.00"	
2010	820	Sampson County Schools	"5,739.56"	47	"1,196.44"	45	999.92	103	"7,935.92"	76
2010	830	Scotland County Schools	"6,558.45"	24	"1,605.89"	12	"1,717.25"	37	"9,881.59"	16
2010	840	Stanly County Schools	"5,655.21"	55	940.86	83	"1,208.84"	88	"7,804.91"	85
2010	850	Stokes County Schools	"5,718.76"	48	976.65	73	"1,474.42"	61	"8,169.83"	67
2010	860	Surry County Schools	"5,560.77"	60	962.98	77	"1,176.74"	90	"7,700.49"	87
2010	870	Swain County Schools	"6,939.92"	17	"1,482.75"	20	"1,163.39"	94	"9,586.06"	23
2010	292	Thomasville City Schools	"5,739.97"	46	"2,152.13"	4	"1,539.47"	56	"9,431.57"	26
2010	880	Transylvania County Schools	"5,330.83"	74	876.3	94	"2,211.71"	16	"8,418.84"	57
2010	890	Tyrrell County Schools	"11,602.97"	2	"1,381.49"	26	"1,231.93"	87	"14,216.39"	2
2010	900	Union County Schools	"4,680.12"	115	528.16	115	"2,095.90"	18	"7,304.18"	105
2010	910	Vance County Schools	"6,171.86"	34	"1,388.40"	25	"1,258.79"	85	"8,819.05"	42
2010	920	Wake County Schools	"4,845.86"	108	690.54	111	"2,068.41"	19	"7,604.81"	94
2010	930	Warren County Schools	"7,225.20"	11	"1,783.61"	8	"1,552.40"	54	"10,561.21"	9
2010	940	Washington County Schools	"7,868.15"	4	"2,277.45"	3	"1,559.26"	52	"11,704.86"	5
2010	950	Watauga County Schools	"5,535.64"	63	956.82	79	"2,541.77"	10	"9,034.23"	38
2010	960	Wayne County Schools	"5,467.14"	66	"1,070.75"	60	"1,053.73"	100	"7,591.62"	95
2010	422	Weldon City Schools	"6,873.10"	19	"2,948.67"	1	"2,655.37"	8	"12,477.14"	3
2010	241	Whiteville City Schools	"6,341.41"	30	"1,336.30"	33	"1,090.83"	97	"8,768.54"	43
2010	970	Wilkes County Schools	"5,249.42"	80	864.6	96	"1,429.53"	66	"7,543.55"	96
2010	980	Wilson County Schools	"4,946.85"	103	"1,043.11"	64	"1,286.89"	81	"7,276.85"	107
2010	990	Yadkin County Schools	"5,598.16"	59	921.61	87	"1,351.38"	74	"7,871.15"	78
2010	995	Yancey County Schools	"6,746.88"	20	"1,182.88"	48	"1,377.50"	70	"9,307.26"	29
										
1										
