Year	LEA	LEA Name	State PPE	State Rank	Federal PPE	Federal Rank	Local PPE	Local Rank	Total PPE	Total Rank
2007	680	Orange County Schools	"5,351.04"	76	445.26	95	"3,344.46"	4	"9,140.76"	16
2007	690	Pamlico County Schools	"7,737.41"	4	741.96	39	"1,315.95"	67	"9,795.32"	8
2007	700	Pasquotank County Schools	"5,683.68"	52	777.51	35	"1,728.43"	31	"8,189.62"	41
2007	710	Pender County Schools	"5,146.89"	94	569.31	70	"1,355.24"	64	"7,071.44"	100
2007	720	Perquimans County Schools	"7,184.94"	8	950.75	19	"1,299.70"	72	"9,435.39"	12
2007	730	Person County Schools	"5,448.35"	67	627.96	56	"1,398.23"	60	"7,474.54"	76
2007	740	Pitt County Schools	"5,371.14"	75	610.5	61	"1,567.60"	41	"7,549.24"	73
2007	750	Polk County Schools	"6,304.53"	28	557.22	75	"2,263.39"	15	"9,125.14"	18
2007	760	Randolph County Schools	"5,027.78"	104	387.17	104	"1,148.98"	84	"6,563.93"	112
2007	770	Richmond County Schools	"5,952.36"	38	652.76	48	988.39	101	"7,593.51"	70
2007	421	Roanoke Rapids City Schools	"5,707.41"	50	668.88	47	"1,803.15"	24	"8,179.44"	42
2007	780	Robeson County Schools	"5,956.50"	37	982.73	17	781.73	113	"7,720.96"	65
2007	790	Rockingham County Schools	"5,566.29"	60	543.24	79	"1,239.94"	75	"7,349.47"	82
2007	800	Rowan-Salisbury County Schools	"5,057.24"	101	523.03	84	"1,636.51"	35	"7,216.78"	92
2007	810	Rutherford County Schools	"5,618.16"	55	559.47	73	"1,140.48"	86	"7,318.11"	83
2007	999	STATE TOTAL	"5,270.71"	0	561.71	0	"1,750.05"	0	"7,582.47"	0
2007	820	Sampson County Schools	"5,792.98"	46	651.05	49	927.16	108	"7,371.19"	79
2007	830	Scotland County Schools	"6,338.00"	27	"1,272.56"	5	"1,544.56"	44	"9,155.12"	14
2007	840	Stanly County Schools	"5,557.72"	61	525.83	83	"1,339.89"	66	"7,423.44"	78
2007	850	Stokes County Schools	"5,659.62"	53	477.96	92	"1,355.84"	63	"7,493.42"	75
2007	860	Surry County Schools	"5,567.82"	59	578.05	67	"1,126.48"	89	"7,272.35"	87
2007	870	Swain County Schools	"7,163.76"	9	977.34	18	"1,006.28"	99	"9,147.38"	15
2007	292	Thomasville City Schools	"5,861.07"	44	"1,401.36"	2	"1,682.17"	32	"8,944.60"	21
2007	880	Transylvania County Schools	"5,422.21"	71	586.36	63	"1,922.65"	21	"7,931.22"	54
2007	890	Tyrrell County Schools	"10,726.86"	2	"1,069.90"	12	"1,314.79"	68	"13,111.55"	2
2007	900	Union County Schools	"4,740.66"	114	340.66	112	"1,632.06"	36	"6,713.38"	109
2007	910	Vance County Schools	"5,959.48"	36	794.56	32	"1,235.38"	77	"7,989.42"	52
2007	920	Wake County Schools	"4,886.91"	109	381.5	105	"2,252.53"	16	"7,520.94"	74
2007	930	Warren County Schools	"6,693.85"	17	"1,087.88"	10	"1,022.79"	98	"8,804.52"	25
2007	940	Washington County Schools	"7,410.08"	6	"1,367.12"	3	"1,429.11"	55	"10,206.31"	6
2007	950	Watauga County Schools	"5,458.96"	66	428.07	98	"2,490.51"	10	"8,377.54"	36
2007	960	Wayne County Schools	"5,541.62"	62	622.75	57	"1,108.43"	91	"7,272.80"	86
2007	422	Weldon City Schools	"6,838.48"	14	"1,486.50"	1	"3,259.26"	5	"11,584.24"	3
2007	241	Whiteville City Schools	"6,049.51"	33	870.57	22	969.96	103	"7,890.04"	56
2007	970	Wilkes County Schools	"5,342.90"	77	610.55	60	"1,363.17"	62	"7,316.62"	84
2007	980	Wilson County Schools	"5,135.16"	96	643.32	52	"1,304.09"	70	"7,082.57"	99
2007	990	Yadkin County Schools	"5,417.98"	72	478.88	91	"1,127.94"	88	"7,024.80"	101
2007	995	Yancey County Schools	"6,371.93"	25	774.9	36	"1,080.69"	93	"8,227.52"	40
										
1										
