Year	LEA	LEA Name	State PPE	State Rank	Federal PPE	Federal Rank	Local PPE	Local Rank	Total PPE	Total Rank
2006	240	Columbus County Schools	"5,333.39"	43	838.67	29	906.52	105	"7,078.58"	73
2006	250	Craven County Schools	"4,911.00"	82	786.29	36	"1,219.11"	77	"6,916.40"	83
2006	260	Cumberland County Schools	"4,739.46"	99	788.4	35	"1,332.63"	60	"6,860.49"	87
2006	270	Currituck County Schools	"5,124.20"	62	380.28	108	"2,069.78"	17	"7,574.26"	51
2006	280	Dare County Schools	"5,063.52"	68	401.97	103	"3,688.49"	3	"9,153.98"	8
2006	290	Davidson County Schools	"4,433.91"	113	311.72	114	"1,189.08"	80	"5,934.71"	115
2006	300	Davie County Schools	"4,770.32"	94	386.58	106	"1,365.49"	55	"6,522.39"	104
2006	310	Duplin County Schools	"5,185.29"	55	825.33	33	923.67	104	"6,934.29"	82
2006	320	Durham County Schools	"4,883.33"	85	620.64	54	"2,746.60"	5	"8,250.57"	26
2006	210	Edenton-Chowan County Schools	"6,120.88"	19	618.62	55	"1,545.28"	42	"8,284.78"	25
2006	330	Edgecombe County Schools	"5,547.99"	35	"1,005.15"	21	"1,101.29"	90	"7,654.43"	45
2006	861	Elkin City Schools	"5,523.80"	36	483.14	90	"1,851.63"	24	"7,858.57"	40
2006	340	Forsyth County Schools	"4,812.76"	91	489.44	88	"2,257.37"	13	"7,559.57"	53
2006	350	Franklin County Schools	"4,919.59"	79	613.62	59	"1,321.82"	62	"6,855.03"	88
2006	360	Gaston County Schools	"4,563.66"	110	467.88	93	"1,253.39"	75	"6,284.93"	111
2006	370	Gates County Schools	"6,521.95"	10	431.13	99	"1,282.44"	67	"8,235.52"	28
2006	380	Graham County Schools	"7,017.47"	6	"1,230.16"	10	664.43	115	"8,912.06"	12
2006	390	Granville County Schools	"4,883.62"	84	404.82	102	"1,421.24"	51	"6,709.68"	96
2006	400	Greene County Schools	"5,847.13"	27	835.32	31	"1,390.77"	53	"8,073.22"	31
2006	410	Guilford County Schools	"4,616.23"	105	532.17	81	"2,294.16"	12	"7,442.56"	61
2006	420	Halifax County Schools	"6,017.98"	22	"1,289.92"	6	829.58	110	"8,137.48"	29
2006	430	Harnett County Schools	"4,764.73"	95	546.67	78	995.79	96	"6,307.19"	109
2006	440	Haywood County Schools	"5,004.42"	73	588.99	64	"1,988.89"	19	"7,582.30"	50
2006	450	Henderson County Schools	"4,917.12"	81	617.41	56	"1,499.46"	45	"7,033.99"	77
2006	460	Hertford County Schools	"6,243.01"	18	"1,083.23"	15	"1,213.60"	78	"8,539.84"	17
2006	181	Hickory City Schools	"4,824.00"	89	607.11	60	"1,538.99"	43	"6,970.10"	80
2006	470	Hoke County Schools	"5,443.38"	39	748.13	40	891.81	108	"7,083.32"	72
2006	480	Hyde County Schools	"10,564.85"	1	"1,095.38"	14	"2,629.73"	6	"14,289.96"	1
2006	490	Iredell-Statesville Schools	"4,621.60"	104	428.04	100	"1,325.58"	61	"6,375.22"	107
2006	500	Jackson County Schools	"5,324.75"	47	615.99	58	"1,956.38"	21	"7,897.12"	36
2006	510	Johnston County Schools	"4,745.66"	96	400.12	104	"1,607.72"	35	"6,753.50"	95
2006	520	Jones County Schools	"7,622.26"	3	"1,271.32"	7	944.78	101	"9,838.36"	5
2006	132	Kannapolis City Schools	"4,704.53"	101	553.92	72	"1,564.90"	38	"6,823.35"	89
2006	530	Lee County Schools	"4,928.04"	77	549.03	77	"1,500.70"	44	"6,977.77"	79
2006	540	Lenoir County Schools	"5,282.94"	51	708	44	"1,067.29"	91	"7,058.23"	75
2006	291	Lexington City Schools	"5,607.10"	31	"1,010.44"	20	"1,965.09"	20	"8,582.63"	16
2006	550	Lincoln County Schools	"4,710.66"	100	389.96	105	"1,191.39"	79	"6,292.01"	110
2006	560	Macon County Schools	"5,283.24"	50	579.36	67	"1,685.46"	32	"7,548.06"	55
2006	570	Madison County Schools	"6,012.18"	23	506.05	87	"1,225.92"	76	"7,744.15"	44
2006	580	Martin County Schools	"5,635.41"	30	"1,129.16"	12	"1,545.86"	41	"8,310.43"	24
2006	590	McDowell County Schools	"5,136.77"	60	573.27	68	997.6	95	"6,707.64"	97
2006	610	Mitchell County Schools	"6,288.95"	16	638.91	53	901.12	106	"7,828.98"	41
2006	620	Montgomery County Schools	"5,452.63"	38	880.86	24	"1,590.89"	36	"7,924.38"	35
2006	630	Moore County Schools	"4,853.37"	87	562.77	70	"1,712.62"	30	"7,128.76"	68
2006	491	Mooresville City Schools	"4,441.83"	112	302.74	115	"1,824.73"	26	"6,569.30"	102
2006	862	Mount Airy City Schools	"5,331.09"	44	602.9	61	"1,836.81"	25	"7,770.80"	43
2006	640	Nash-Rocky Mount Schools	"5,129.33"	61	743	41	"1,342.50"	59	"7,214.83"	66
2006	650	New Hanover County Schools	"4,601.32"	107	665.76	50	"2,372.95"	9	"7,640.03"	46
2006	182	Newton-Conover City Schools	"5,030.53"	71	"1,047.59"	17	"1,555.71"	39	"7,633.83"	48
2006	660	Northampton County Schools	"6,448.87"	11	"1,126.13"	13	"1,276.65"	70	"8,851.65"	14
2006	670	Onslow County Schools	"4,739.73"	98	566.59	69	"1,275.87"	71	"6,582.19"	101
2006	680	Orange County Schools	"5,023.72"	72	350.66	109	"3,030.61"	4	"8,404.99"	22
2006	690	Pamlico County Schools	"7,159.46"	4	770.14	37	"1,317.04"	63	"9,246.64"	7
2006	700	Pasquotank County Schools	"5,156.08"	59	732.89	43	"1,660.50"	33	"7,549.47"	54
2006	710	Pender County Schools	"4,803.31"	92	584.03	65	"1,376.48"	54	"6,763.82"	94
2006	720	Perquimans County Schools	"6,420.02"	14	"1,334.67"	3	"1,119.52"	87	"8,874.21"	13
2006	730	Person County Schools	"4,966.91"	76	534.62	80	"1,293.74"	65	"6,795.27"	93
2006	740	Pitt County Schools	"4,977.21"	75	675.97	48	"1,549.28"	40	"7,202.46"	67
2006	750	Polk County Schools	"5,827.04"	28	520.05	84	"2,168.49"	15	"8,515.58"	19
2006	760	Randolph County Schools	"4,588.57"	108	385.82	107	"1,106.09"	89	"6,080.48"	114
2006	770	Richmond County Schools	"5,327.44"	46	649.61	51	895.44	107	"6,872.49"	86
2006	421	Roanoke Rapids City Schools	"5,331.04"	45	688.23	47	"1,868.69"	23	"7,887.96"	37
2006	780	Robeson County Schools	"5,473.07"	37	"1,081.35"	16	781.04	114	"7,335.46"	63
2006	790	Rockingham County Schools	"5,099.79"	65	550.16	76	"1,350.74"	58	"7,000.69"	78
2006	800	Rowan-Salisbury County Schools	"4,700.03"	102	479.31	91	"1,460.87"	48	"6,640.21"	98
2006	810	Rutherford County Schools	"5,275.01"	52	644.37	52	"1,120.11"	86	"7,039.49"	76
2006	999	STATE TOTAL	"4,900.47"	0	578.68	0	"1,692.89"	0	"7,172.04"	0
2006	820	Sampson County Schools	"5,305.35"	49	699.24	46	810.22	111	"6,814.81"	90
2006	830	Scotland County Schools	"5,580.69"	34	"1,265.69"	8	"1,576.90"	37	"8,423.28"	21
2006	840	Stanly County Schools	"5,105.92"	64	460.6	94	"1,315.89"	64	"6,882.41"	85
2006	850	Stokes County Schools	"5,183.35"	56	544.37	79	"1,356.72"	56	"7,084.44"	71
2006	860	Surry County Schools	"5,105.96"	63	551.99	75	"1,145.80"	85	"6,803.75"	91
2006	870	Swain County Schools	"6,566.20"	9	"1,238.75"	9	992.88	97	"8,797.83"	15
2006	292	Thomasville City Schools	"5,308.92"	48	"1,303.50"	5	"1,816.54"	27	"8,428.96"	20
2006	880	Transylvania County Schools	"5,052.61"	70	521.06	83	"1,953.44"	22	"7,527.11"	58
2006	890	Tyrrell County Schools	"10,263.39"	2	994.39	23	"1,173.04"	82	"12,430.82"	2
2006	900	Union County Schools	"4,319.64"	115	344.12	110	"1,695.41"	31	"6,359.17"	108
2006	910	Vance County Schools	"5,431.47"	40	838.03	30	"1,264.74"	73	"7,534.24"	57
2006	920	Wake County Schools	"4,574.15"	109	414.43	101	"2,119.23"	16	"7,107.81"	70
2006	930	Warren County Schools	"6,447.85"	12	"1,156.95"	11	923.73	103	"8,528.53"	18
2006	940	Washington County Schools	"6,799.10"	8	"1,563.17"	2	"1,422.42"	50	"9,784.69"	6
2006	950	Watauga County Schools	"5,189.87"	54	454.77	95	"2,331.65"	11	"7,976.29"	34
2006	960	Wayne County Schools	"5,161.79"	58	733.14	42	"1,062.11"	93	"6,957.04"	81
2006	422	Weldon City Schools	"6,434.69"	13	"1,606.23"	1	"2,402.27"	7	"10,443.19"	3
2006	241	Whiteville City Schools	"5,603.07"	33	868.44	26	807.11	112	"7,278.62"	64
2006	970	Wilkes County Schools	"5,055.97"	69	552.18	74	"1,293.53"	66	"6,901.68"	84
2006	980	Wilson County Schools	"4,866.47"	86	672.26	49	"1,262.01"	74	"6,800.74"	92
2006	990	Yadkin County Schools	"4,741.07"	97	513.92	86	"1,275.17"	72	"6,530.16"	103
2006	995	Yancey County Schools	"6,095.83"	21	751.06	39	"1,031.58"	94	"7,878.47"	39
										
1										
