LEA	LEA Name	State PPE	State Rank	Federal PPE	Federal Rank	Local PPE	Local Rank	Total PPE	Total Rank
410	Guilford County Schools	4471.28	104	445.91	89	2234.98	11	7152.17	59
420	Halifax County Schools	5695.26	27	1596.28	3	821.11	109	8112.65	22
430	Harnett County Schools	4640.78	90	516.7	76	1116.74	81	6274.22	99
440	Haywood County Schools	4934.38	60	564.96	68	1740.15	26	7239.49	57
450	Henderson County Schools	4770.88	75	565.12	67	1414.47	46	6750.47	76
460	Hertford County Schools	6123.57	15	1145.94	14	1091.90	86	8361.41	19
181	Hickory City Schools	4726.48	81	531.5	72	1511.62	36	6769.60	74
470	Hoke County Schools	5122.34	43	985.73	22	774.13	111	6882.20	70
480	Hyde County Schools	10424.58	1	1437.17	5	2577.31	6	14439.06	1
490	Iredell-Statesville Schools	4394.01	109	366.34	108	1339.57	53	6099.92	111
500	Jackson County Schools	5163.53	40	635.05	51	1890.78	19	7689.36	35
510	Johnston County Schools	4596.94	97	408.75	96	1714.61	28	6720.30	79
520	Jones County Schools	7276.58	3	970.93	23	896.91	106	9144.42	6
132	Kannapolis City Schools	4565.45	101	572.71	63	1430.79	42	6568.95	90
530	Lee County Schools	4757.73	77	580.82	60	1213.61	70	6552.16	92
540	Lenoir County Schools	4955.52	58	740.18	41	958.23	102	6653.93	84
291	Lexington City Schools	5526.95	29	941.32	25	1947.17	17	8415.44	16
550	Lincoln County Schools	4569.03	99	388.57	100	1219.08	67	6176.68	107
560	Macon County Schools	5084.36	48	478.27	82	1517.64	35	7080.27	64
570	Madison County Schools	6015.97	21	618.84	56	1023.76	97	7658.57	39
580	Martin County Schools	5305.15	35	1295.12	7	1430.41	43	8030.68	28
590	McDowell County Schools	5005.66	54	573.21	62	983.69	99	6562.56	91
610	Mitchell County Schools	6166.45	14	650.09	49	844.51	108	7661.05	37
620	Montgomery County Schools	5322.42	33	998.08	19	1429.82	44	7750.32	33
630	Moore County Schools	4734.28	79	533.56	71	1816.64	20	7084.48	63
491	Mooresville City Schools	4327.01	114	263.86	115	1552.35	34	6143.22	109
862	Mount Airy City Schools	5061.36	50	524.87	74	1798.16	22	7384.39	48
640	Nash-Rocky Mount Schools	4784.40	74	720.75	42	1149.16	76	6654.31	83
650	New Hanover County Schools	4469.73	105	681.63	44	2407.28	7	7558.64	40
182	Newton-Conover City Schools	4981.53	56	940.62	26	1758.18	25	7680.33	36
660	Northampton County Schools	6051.11	17	1226.01	10	1269.68	58	8546.80	15
670	Onslow County Schools	4631.19	91	540	70	1210.91	71	6382.10	98
680	Orange County Schools	4700.89	85	405.16	97	2889.00	4	7995.05	29
690	Pamlico County Schools	6884.09	4	808	34	1224.48	66	8916.57	9
700	Pasquotank County Schools	5129.75	41	781.31	37	1565.98	33	7477.04	45
710	Pender County Schools	4708.89	83	581.64	59	1400.34	48	6690.87	81
720	Perquimans County Schools	6387.14	12	1452.23	4	1090.57	87	8929.94	8
730	Person County Schools	4612.44	95	471.16	84	1132.47	79	6216.07	102
740	Pitt County Schools	4769.21	76	706.67	43	1409.62	47	6885.50	69
750	Polk County Schools	5746.89	26	413.2	94	1691.36	30	7851.45	31
760	Randolph County Schools	4402.80	107	380.86	103	1011.83	98	5795.49	114
770	Richmond County Schools	5087.00	47	662.94	47	873.69	107	6623.63	86
421	Roanoke Rapids City Schools	4968.87	57	578.99	61	1762.24	24	7310.10	53
780	Robeson County Schools	5064.32	49	878.15	28	778.3	110	6720.77	78
790	Rockingham County Schools	4941.18	59	522.49	75	1380.15	50	6843.82	71
800	Rowan-Salisbury County Schools	4567.76	100	409.14	95	1419.30	45	6396.20	96
810	Rutherford County Schools	4885.99	66	616.46	57	1111.32	82	6613.77	89
999	STATE TOTAL	4723.58	0	562.33	0	1635.61	0	6921.52	0
820	Sampson County Schools	4982.50	55	628.66	53	772.45	112	6383.61	97
830	Scotland County Schools	5355.87	32	1242.58	8	1450.68	40	8049.13	27
840	Stanly County Schools	4802.83	71	435.25	91	1218.85	68	6456.93	94
850	Stokes County Schools	5109.97	45	652.26	48	1257.04	61	7019.27	65
860	Surry County Schools	4880.28	67	526.38	73	1052.47	94	6459.13	93
870	Swain County Schools	6545.73	9	1221.96	11	1059.62	92	8827.31	11
292	Thomasville City Schools	5097.32	46	1184.16	12	1799.26	21	8080.74	25
880	Transylvania County Schools	5044.07	51	485.58	79	1763.93	23	7293.58	54
890	Tyrrell County Schools	9767.89	2	996.44	20	1071.57	89	11835.90	2
900	Union County Schools	4304.28	115	372.73	104	1494.71	39	6171.72	108
910	Vance County Schools	5128.09	42	1002.65	18	1253.32	62	7384.06	49
920	Wake County Schools	4410.93	106	385.82	101	2178.84	12	6975.59	67
930	Warren County Schools	5925.49	22	1090.19	15	1066.99	90	8082.67	24
940	Washington County Schools	6798.07	7	1615.40	2	1196.87	72	9610.34	5
950	Watauga County Schools	4921.80	61	445.26	90	2165.74	13	7532.80	43
960	Wayne County Schools	4873.20	69	643.38	50	1100.57	85	6617.15	88
422	Weldon City Schools	6073.76	16	1851.93	1	2106.85	16	10032.54	3
241	Whiteville City Schools	5302.22	36	757.8	39	906.27	105	6966.29	68
970	Wilkes County Schools	4900.18	63	553.24	69	1261.51	60	6714.93	80
980	Wilson County Schools	4666.69	87	678.99	45	1296.54	55	6642.22	85
990	Yadkin County Schools	4651.52	88	400.23	98	1056.28	93	6108.03	110
995	Yancey County Schools	5865.13	24	771.45	38	1024.05	96	7660.63	38
