Year	LEA	LEA Name	State PPE	State Rank	Federal PPE	Federal Rank	Local PPE	Local Rank	Total PPE	Total Rank
2013	320	Durham County Schools	"5,379.89"	87	840.23	45	"3,485.58"	4	"9,705.70"	21
2013	210	Edenton-Chowan County Schools	"6,812.76"	23	937.01	33	"1,950.92"	36	"9,700.69"	22
2013	330	Edgecombe County Schools	"6,195.69"	34	973.78	28	"1,038.53"	109	"8,208.00"	69
2013	861	Elkin City Schools	"6,055.32"	42	772.08	56	"1,711.69"	56	"8,539.09"	49
2013	340	Forsyth County Schools	"5,327.12"	90	649.73	80	"2,256.49"	19	"8,233.34"	67
2013	350	Franklin County Schools	"5,740.14"	63	484.67	106	"1,524.13"	78	"7,748.94"	91
2013	360	Gaston County Schools	"4,985.58"	109	640.45	81	"1,376.91"	84	"7,002.94"	114
2013	370	Gates County Schools	"7,635.24"	9	747.22	63	"1,882.99"	41	"10,265.45"	12
2013	380	Graham County Schools	"7,685.97"	7	"1,194.98"	13	"1,312.43"	90	"10,193.38"	15
2013	390	Granville County Schools	"5,657.50"	70	454.46	111	"1,905.39"	37	"8,017.35"	79
2013	400	Greene County Schools	"7,207.13"	15	"1,336.58"	6	"1,415.54"	80	"9,959.25"	18
2013	410	Guilford County Schools	"5,202.73"	97	715.36	70	"2,826.51"	8	"8,744.60"	42
2013	420	Halifax County Schools	"6,802.05"	24	"2,922.59"	1	823.49	114	"10,548.13"	9
2013	430	Harnett County Schools	"5,428.59"	83	613.88	85	"1,209.68"	105	"7,252.15"	111
2013	440	Haywood County Schools	"5,406.29"	86	670.12	72	"2,082.14"	29	"8,158.55"	70
2013	450	Henderson County Schools	"5,309.93"	93	668.88	73	"1,801.86"	52	"7,780.67"	88
2013	460	Hertford County Schools	"7,214.24"	14	"1,012.58"	21	"1,592.15"	71	"9,818.97"	20
2013	181	Hickory City Schools	"5,452.42"	81	937.25	32	"1,708.71"	57	"8,098.38"	73
2013	470	Hoke County Schools	"6,039.94"	43	650.38	79	909.14	112	"7,599.46"	98
2013	480	Hyde County Schools	"12,862.33"	1	"1,440.30"	3	"2,717.32"	11	"17,019.95"	1
2013	490	Iredell-Statesville Schools	"4,929.43"	112	480.69	107	"1,860.66"	43	"7,270.78"	110
2013	500	Jackson County Schools	"5,813.23"	58	825.98	46	"1,820.29"	48	"8,459.50"	55
2013	510	Johnston County Schools	"5,364.56"	89	602.69	88	"1,601.78"	69	"7,569.03"	100
2013	520	Jones County Schools	"8,657.53"	3	822.32	48	"1,680.89"	59	"11,160.74"	5
2013	132	Kannapolis City Schools	"5,314.00"	92	"1,070.89"	19	"2,203.58"	21	"8,588.47"	46
2013	530	Lee County Schools	"5,377.38"	88	612.11	86	"1,903.69"	38	"7,893.18"	83
2013	540	Lenoir County Schools	"5,803.08"	59	918.87	37	"1,118.79"	108	"7,840.74"	85
2013	291	Lexington City Schools	"6,155.53"	35	983.9	26	"1,891.33"	39	"9,030.76"	37
2013	550	Lincoln County Schools	"5,052.96"	106	575.21	95	"1,376.75"	85	"7,004.92"	113
2013	560	Macon County Schools	"6,018.42"	45	664.2	76	"2,139.76"	25	"8,822.38"	39
2013	570	Madison County Schools	"6,521.27"	28	749	62	"1,234.53"	101	"8,504.80"	51
2013	580	Martin County Schools	"6,837.93"	21	908.66	38	"1,847.70"	45	"9,594.29"	25
2013	590	McDowell County Schools	"5,936.12"	49	"1,137.56"	16	"1,404.66"	82	"8,478.34"	53
2013	610	Mitchell County Schools	"7,586.43"	10	654.17	78	"1,305.77"	91	"9,546.37"	26
2013	620	Montgomery County Schools	"6,207.68"	33	705.81	71	"1,554.16"	76	"8,467.65"	54
2013	630	Moore County Schools	"5,196.05"	98	597.9	90	"2,314.28"	18	"8,108.23"	72
2013	491	Mooresville City Schools	"5,069.75"	105	320.96	115	"2,171.30"	24	"7,562.01"	102
2013	862	Mount Airy City Schools	"6,062.33"	41	906.75	39	"1,672.77"	61	"8,641.85"	44
2013	640	Nash-Rocky Mount Schools	"5,945.96"	48	802.59	52	"1,610.44"	68	"8,358.99"	59
2013	650	New Hanover County Schools	"5,120.70"	104	657.91	77	"2,469.60"	16	"8,248.21"	66
2013	182	Newton-Conover City Schools	"5,497.55"	77	738.81	67	"2,102.13"	27	"8,338.49"	61
2013	660	Northampton County Schools	"7,805.83"	5	"1,326.91"	7	"1,856.02"	44	"10,988.76"	6
2013	670	Onslow County Schools	"4,958.46"	110	817.17	49	"1,861.75"	42	"7,637.38"	97
2013	680	Orange County Schools	"5,409.49"	85	494.97	105	"3,477.08"	5	"9,381.54"	30
2013	690	Pamlico County Schools	"8,160.10"	4	"1,016.40"	20	"1,984.31"	33	"11,160.81"	4
2013	700	Pasquotank County Schools	"5,981.92"	47	721.17	69	"1,884.20"	40	"8,587.29"	47
2013	710	Pender County Schools	"5,132.76"	103	495.48	104	"1,951.28"	35	"7,579.52"	99
2013	720	Perquimans County Schools	"6,795.99"	25	959	31	"1,674.21"	60	"9,429.20"	28
2013	730	Person County Schools	"5,909.27"	50	633.45	82	"1,746.06"	54	"8,288.78"	65
2013	740	Pitt County Schools	"5,295.78"	94	866.68	44	"1,620.01"	67	"7,782.47"	87
2013	750	Polk County Schools	"6,725.57"	26	822.68	47	"2,695.70"	12	"10,243.95"	13
2013	760	Randolph County Schools	"5,500.10"	76	570.9	96	"1,277.65"	95	"7,348.65"	109
2013	770	Richmond County Schools	"5,992.11"	46	927.26	36	"1,150.90"	107	"8,070.27"	74
2013	421	Roanoke Rapids City Schools	"5,762.73"	61	666.54	74	"1,578.35"	72	"8,007.62"	80
2013	780	Robeson County Schools	"6,152.57"	36	"1,220.88"	12	779.04	115	"8,152.49"	71
2013	790	Rockingham County Schools	"5,859.11"	54	588.38	91	"1,777.24"	53	"8,224.73"	68
2013	800	Rowan-Salisbury County Schools	"5,439.74"	82	632.25	83	"1,989.24"	32	"8,061.23"	76
2013	810	Rutherford County Schools	"5,855.91"	55	998.3	24	"1,624.71"	65	"8,478.92"	52
2013	999	STATE TOTAL	"5,394.64"	0	689.74	0	"1,948.94"	0	"8,033.32"	0
2013	820	Sampson County Schools	"5,866.48"	52	812.49	50	"1,250.72"	98	"7,929.69"	82
2013	830	Scotland County Schools	"6,490.58"	29	"1,101.21"	17	"2,102.20"	26	"9,693.99"	23
2013	840	Stanly County Schools	"5,791.44"	60	555.85	99	"1,153.51"	106	"7,500.80"	107
2013	850	Stokes County Schools	"6,085.88"	40	759.71	60	"1,592.35"	70	"8,437.94"	56
2013	860	Surry County Schools	"5,738.22"	64	665.34	75	"1,369.21"	86	"7,772.77"	89
2013	870	Swain County Schools	"7,075.22"	18	"1,086.15"	18	"1,267.07"	96	"9,428.44"	29
2013	292	Thomasville City Schools	"5,890.16"	51	"1,224.92"	11	"2,075.71"	30	"9,190.79"	31
2013	880	Transylvania County Schools	"5,536.07"	74	795.67	53	"2,805.36"	9	"9,137.10"	32
2013	890	Tyrrell County Schools	"11,998.77"	2	"1,160.23"	14	"1,405.31"	81	"14,564.31"	2
2013	900	Union County Schools	"4,867.69"	115	416.54	112	"2,236.24"	20	"7,520.47"	106
2013	910	Vance County Schools	"6,407.46"	31	"1,159.56"	15	"1,226.37"	103	"8,793.39"	40
2013	920	Wake County Schools	"5,007.04"	108	456.33	110	"2,084.97"	28	"7,548.34"	104
2013	930	Warren County Schools	"7,080.52"	17	"1,286.97"	8	"1,809.32"	50	"10,176.81"	16
2013	940	Washington County Schools	"7,491.13"	11	"1,357.13"	4	"1,378.69"	83	"10,226.95"	14
2013	950	Watauga County Schools	"5,742.15"	62	510.87	103	"2,751.63"	10	"9,004.65"	38
2013	960	Wayne County Schools	"5,605.13"	71	742.08	64	"1,216.41"	104	"7,563.62"	101
2013	422	Weldon City Schools	"7,741.44"	6	"1,351.78"	5	"2,956.97"	7	"12,050.19"	3
2013	241	Whiteville City Schools	"6,130.32"	39	"1,244.89"	9	969.26	111	"8,344.47"	60
2013	970	Wilkes County Schools	"5,542.75"	73	732.73	68	"1,444.84"	79	"7,720.32"	93
2013	980	Wilson County Schools	"5,318.76"	91	761.11	58	"1,576.18"	73	"7,656.05"	96
2013	990	Yadkin County Schools	"6,140.90"	37	549.11	100	"1,334.55"	88	"8,024.56"	78
2013	995	Yancey County Schools	"6,826.36"	22	978.98	27	"1,313.75"	89	"9,119.09"	34
										
1										
