LEA	LEA Name	State PPE	State Rank	Federal PPE	Federal Rank	Local PPE	Local Rank	Total PPE	Total Rank
930	Warren County Schools	6447.85	12	1156.95	11	923.73	103	8528.53	18
940	Washington County Schools	6799.10	8	1563.17	2	1422.42	50	9784.69	6
950	Watauga County Schools	5189.87	54	454.77	95	2331.65	11	7976.29	34
960	Wayne County Schools	5161.79	58	733.14	42	1062.11	93	6957.04	81
422	Weldon City Schools	6434.69	13	1606.23	1	2402.27	7	10443.19	3
241	Whiteville City Schools	5603.07	33	868.44	26	807.11	112	7278.62	64
970	Wilkes County Schools	5055.97	69	552.18	74	1293.53	66	6901.68	84
980	Wilson County Schools	4866.47	86	672.26	49	1262.01	74	6800.74	92
990	Yadkin County Schools	4741.07	97	513.92	86	1275.17	72	6530.16	103
995	Yancey County Schools	6095.83	21	751.06	39	1031.58	94	7878.47	39
