LEA	LEA Name	State PPE	State Rank	Federal PPE	Federal Rank	Local PPE	Local Rank	Total PPE	Total Rank
770	Richmond County Schools	5922.86	44	934.41	61	993.98	104	7851.25	79
421	Roanoke Rapids City Schools	5584.40	66	753.69	88	1289.38	76	7627.47	93
780	Robeson County Schools	5860.74	50	1176.86	25	787.04	113	7824.64	83
790	Rockingham County Schools	5870.21	49	917.36	64	1328.31	74	8115.88	67
800	Rowan-Salisbury County Schools	5233.55	91	865.93	69	1958.59	22	8058.07	69
810	Rutherford County Schools	5903.92	46	1048.98	41	1369.17	69	8322.07	55
820	Sampson County Schools	5833.24	52	920.21	63	1036.07	101	7789.52	85
830	Scotland County Schools	6709.04	25	1109.10	33	1664.86	46	9483.00	24
840	Stanly County Schools	5709.84	60	811.48	75	1202.44	86	7723.76	89
850	Stokes County Schools	6129.83	37	841.21	72	1241.20	80	8212.24	59
860	Surry County Schools	5599.91	63	992.58	52	1232.82	81	7825.31	82
870	Swain County Schools	6793.16	23	1011.58	48	1217.95	83	9022.69	32
292	Thomasville City Schools	5588.01	65	1625.11	4	1827.65	34	9040.77	31
880	Transylvania County Schools	5376.62	80	1081.45	35	2491.56	11	8949.63	34
890	Tyrrell County Schools	11687.78	2	1574.56	5	3169.34	5	16431.68	2
900	Union County Schools	4901.77	113	753.87	87	1901.82	26	7557.46	98
910	Vance County Schools	6463.16	31	1294.61	14	1119.07	91	8876.84	41
920	Wake County Schools	4968.65	108	692.65	97	1928.74	24	7590.04	94
930	Warren County Schools	7408.80	9	1434.82	10	1403.35	65	10246.97	10
940	Washington County Schools	7758.82	4	1289.44	15	1309.10	75	10357.36	9
950	Watauga County Schools	5463.12	75	786.16	81	2358.94	14	8608.22	48
960	Wayne County Schools	5462.62	76	964.96	55	960.04	106	7387.62	103
422	Weldon City Schools	7689.84	5	1741.32	3	2641.17	9	12072.33	3
241	Whiteville City Schools	6146.89	36	1243.39	16	923.22	109	8313.50	56
970	Wilkes County Schools	5507.14	70	638.12	101	1336.57	73	7481.83	99
980	Wilson County Schools	5286.90	87	927.93	62	1155.71	89	7370.54	104
990	Yadkin County Schools	5964.25	42	750.15	90	1232.21	82	7946.61	73
995	Yancey County Schools	6595.95	29	1209.69	22	1098.60	93	8904.24	38
