010	400	 Western Alamance High 	178	70.1	529	506	479	1035	1514	161	63.9	511	483	472	994	1466	147	64.5	526	494	480	1020	1500																																																																																																																																																																																	
01B 	 River Mill Academy 		21	72.4	466	496	479	962	1441	26	70.3	465	430	425	895	1320	21	80.8	500	469	471	969	1440																																																																																																																																																																																	
01C 	 Clover Garden 		8	61.5	458	428	425	886	1311	17	73.9	452	427	391	879	1270	14	87.5	469	425	423	894	1317																																																																																																																																																																																	
01D 	 The Hawbridge School 		8	40.0	413	426	451	839	1290	3	20.0	*	*	*	*	*	7	35.0	510	571	543	1081	1624																																																																																																																																																																																	
020	 Alexander County Schools		163	48.1	487	466	443	953	1396	130	36.9	502	474	466	976	1442	121	36.8	507	476	467	983	1450																																																																																																																																																																																	
020	302	 Alexander Central High 	163	48.1	487	466	443	953	1396	130	36.9	502	474	466	976	1442	121	36.8	507	476	467	983	1450																																																																																																																																																																																	
030	 Alleghany County Sch 		52	43.7	519	480	464	999	1463	40	44.4	504	498	458	1002	1460	47	41.2	501	476	455	977	1432																																																																																																																																																																																	
030	304	 Alleghany High 	52	43.7	519	480	464	999	1463	40	44.4	504	498	458	1002	1460	47	41.2	501	476	455	977	1432																																																																																																																																																																																	
040	 Anson County Schools 		97	44.3	434	409	406	843	1249	105	39.9	446	419	406	865	1271	127	55.0	431	425	413	856	1269																																																																																																																																																																																	
040	304	 Anson Early College High 	1	12.5	*	*	*	*	*	5	13.5	478	498	488	976	1464	31	86.1	460	481	456	941	1397																																																																																																																																																																																	
040	306	 Anson High 	95	46.6	433	410	405	843	1248	99	46.0	447	416	403	863	1266	96	54.5	421	407	399	828	1227																																																																																																																																																																																	
050	 Ashe County Schools 		93	50.3	530	502	473	1032	1505	107	52.5	516	480	477	996	1473	103	57.9	540	500	472	1040	1512																																																																																																																																																																																	
050	302	 Ashe County High 	93	50.3	530	502	473	1032	1505	107	52.5	516	480	477	996	1473	103	57.9	540	500	472	1040	1512																																																																																																																																																																																	
060	 Avery County Schools 		61	50.8	505	487	456	992	1448	65	47.1	490	489	472	979	1451	74	46.5	515	504	475	1019	1494																																																																																																																																																																																	
060	302	 Avery County High 	61	50.8	505	487	456	992	1448	65	47.1	490	489	472	979	1451	74	46.5	515	504	475	1019	1494																																																																																																																																																																																	
06B 	 Crossnore Academy 		2	100.0	*	*	*	*	*	2	33.3	*	*	*	*	*	1	11.1	*	*	*	*	*																																																																																																																																																																																	
070	 Beaufort County Schools 		179	47.1	505	475	461	980	1441	166	41.0	501	482	460	983	1443	206	46.5	497	469	438	966	1404																																																																																																																																																																																	
070	330	 Northside High 	41	47.7	529	505	478	1034	1512	32	29.6	526	490	475	1016	1491	42	39.3	531	487	455	1018	1473																																																																																																																																																																																	
070	339	 Southside High 	32	34.4	505	461	464	966	1430	27	33.8	519	473	447	992	1439	47	47.0	475	436	410	911	1321																																																																																																																																																																																	
070	342	 Washington High 	106	53.5	497	468	453	965	1418	107	52.5	489	481	459	970	1429	117	52.2	493	476	443	969	1412																																																																																																																																																																																	
080	 Bertie County Schools		104	50.5	424	408	403	832	1235	78	52.3	439	413	395	852	1247	104	54.7	419	410	376	829	1205																																																																																																																																																																																	
080	312	 Bertie High 	104	52.0	424	408	403	832	1235	78	52.3	439	413	395	852	1247	104	54.7	419	410	376	829	1205																																																																																																																																																																																	
090	 Bladen County Schools		161	53.1	435	421	405	856	1261	154	49.0	455	428	411	883	1294	152	60.3	445	427	412	872	1284																																																																																																																																																																																	
090	330	 East Bladen High 	87	56.5	428	415	404	843	1247	61	45.2	455	422	420	877	1297	85	65.9	435	415	404	850	1254																																																																																																																																																																																	
090	368	 West Bladen High 	74	50.3	442	429	406	871	1277	93	52.0	455	432	405	887	1292	67	56.3	458	443	423	901	1324																																																																																																																																																																																	
100	 Brunswick County Schools 		284	42.3	507	496	481	1003	1484	211	32.1	502	484	470	986	1456	261	36.6	513	488	472	1001	1473																																																																																																																																																																																	
100	307	 Brunswick County Early College 	   	 . 	   	   	   	   	   	   	   	   	   	   	   	   	17	34.0	558	559	533	1117	1650																																																																																																																																																																																	
100	326	 North Brunswick High 	59	32.1	480	464	458	944	1402	53	26.5	468	447	438	915	1353	59	33.1	468	437	430	905	1335																																																																																																																																																																																	
100	334	 South Brunswick High 	110	48.7	519	513	495	1032	1527	81	38.2	509	498	481	1007	1488	84	36.2	519	511	498	1030	1528																																																																																																																																																																																	
100	348	 West Brunswick High 	114	46.0	507	494	476	1001	1477	77	32.2	519	494	482	1013	1495	101	41.7	526	487	465	1013	1478																																																																																																																																																																																	
110	 Buncombe County Schools 		804	55.1	542	522	505	1064	1569	816	52.2	540	515	496	1055	1551	820	54.8	549	524	499	1073	1572																																																																																																																																																																																	
110	304	 A C Reynolds High 	155	57.6	559	544	516	1103	1619	174	58.0	556	550	525	1106	1631	180	61.2	559	535	503	1094	1597																																																																																																																																																																																	
110	322	 Buncombe County Early College 								2	6.1	*	*	*	*	*	13	35.1	531	576	569	1107	1676																																																																																																																																																																																	
110	323	 Buncombe County Middle College 	7	18.9	461	536	514	997	1511	1	2.8	*	*	*	*	*	8	17.0	513	530	511	1043	1554																																																																																																																																																																																	
110	336	 Charles D Owen High 	101	60.5	539	521	500	1060	1560	72	49.7	538	530	504	1068	1572	94	59.5	547	518	487	1065	1552																																																																																																																																																																																	
110	340	 Clyde A Erwin High 	94	41.0	509	483	456	992	1448	86	43.0	520	475	463	995	1458	75	43.1	525	497	479	1022	1501																																																																																																																																																																																	
110	352	 Enka High 	129	52.2	510	501	481	1011	1492	131	47.8	521	493	469	1014	1483	117	51.5	525	497	470	1022	1492																																																																																																																																																																																	
110	380	 North Buncombe High 	101	51.5	552	517	507	1069	1576	145	64.4	546	499	484	1045	1529	119	56.1	556	515	483	1071	1554																																																																																																																																																																																	
110	416	 T C Roberson High 	217	73.8	562	538	533	1100	1633	204	61.6	542	522	508	1064	1572	214	68.4	563	544	529	1107	1636																																																																																																																																																																																	
111	 Asheville City Schools		195	81.9	527	539	505	1066	1571	178	74.2	517	530	509	1047	1556	149	70.0	543	562	529	1105	1634																																																																																																																																																																																	
111	302	 Asheville High 	195	81.9	527	539	505	1066	1571	171	77.7	518	530	507	1048	1555	143	73.7	543	563	529	1106	1635																																																																																																																																																																																	
111	700	 Asheville High Of Inq & Life S 			   	   	   	 . 	   	7	35.0	504	531	557	1035	1592	6	31.6	550	547	540	1097	1637																																																																																																																																																																																	
120	 Burke County Schools 		370	40.9	521	492	472	1013	1485	384	40.0	520	485	471	1005	1476	367	40.5	521	498	474	1019	1493																																																																																																																																																																																	
120	310	 Burke Middle College 	20	66.7	501	496	505	997	1502	25	67.6	500	454	448	954	1402	34	54.0	501	479	461	980	1441																																																																																																																																																																																	
120	314	 East Burke High 	158	41.5	516	480	453	996	1449	126	48.1	523	478	466	1001	1467	78	38.0	524	481	463	1005	1468																																																																																																																																																																																	
120	318	 Freedom High 	178	49.3	528	503	484	1031	1515	150	46.4	520	494	480	1014	1494	95	43.4	517	512	481	1029	1510																																																																																																																																																																																	
120	346	 Jimmy C. Draughn High 			   	   	   		   	24	22.6	515	469	446	984	1430	52	39.1	530	503	477	1033	1510																																																																																																																																																																																	
120	370	 Robert L. Patton High School 	14	15.6	501	496	479	997	1476	59	38.1	524	495	477	1019	1496	108	45.8	523	502	478	1025	1503																																																																																																																																																																																	
130	 Cabarrus County Schools		888	60.1	529	505	489	1034	1523	842	55.3	519	499	490	1018	1508	908	58.5	530	508	489	1038	1527																																																																																																																																																																																	
130	310	 Central Cabarrus High 	236	65.2	528	501	486	1029	1515	89	53.0	516	485	472	1001	1473	89	50.6	519	486	464	1005	1469																																																																																																																																																																																	
130	314	 Concord High 	128	61.0	518	527	494	1045	1539	112	45.9	508	497	478	1005	1483	101	45.7	516	498	484	1014	1498																																																																																																																																																																																	
130	316	 Jay M Robinson High 	198	55.5	531	512	501	1043	1544	189	56.9	537	519	514	1056	1570	193	61.5	542	524	510	1066	1576																																																																																																																																																																																	
130	324	 Mount Pleasant High 	113	53.6	529	493	475	1022	1497	66	35.7	505	474	464	979	1443	90	47.1	520	495	464	1015	1479																																																																																																																																																																																	
130	326	 N W Cabarrus High 	205	63.7	542	500	490	1042	1532	216	63.2	515	503	491	1018	1509	226	68.7	524	505	484	1029	1513																																																																																																																																																																																	
130	332	 Hickory Ridge High 							   	157	68.9	523	496	493	1019	1512	199	70.3	545	516	503	1061	1564																																																																																																																																																																																	
130	333	 Cabarrus County Performance Le 	8	57.1	364	398	365	762	1127	13	59.1	465	455	447	920	1367	10	27.8	489	501	459	990	1449																																																																																																																																																																																	
132	 Kannapolis City Schools		81	35.7	519	479	475	998	1473	94	43.5	496	479	470	975	1445	95	40.8	501	467	459	968	1427																																																																																																																																																																																	
132	304	 A L Brown High 	81	35.7	519	479	475	998	1473	94	43.5	496	479	470	975	1445	95	40.8	501	467	459	968	1427																																																																																																																																																																																	
140	 Caldwell County Schools		315	41.1	519	490	478	1009	1487	313	42.2	511	478	466	989	1455	337	41.1	512	482	463	994	1457																																																																																																																																																																																	
140	305	 Caldwell Career Cen Mid. Coll. 	6	18.8	452	428	415	880	1295	4	14.8	*	*	*	*	*	10	31.3	467	440	430	907	1337																																																																																																																																																																																	
140	309	 Caldwell Early College 	   		   	   	   	   	   	   	   	   	   	   	   	   	2	3.1	*	*	*	*	*																																																																																																																																																																																	
140	348	 Hibriten High 	88	41.7	515	491	486	1006	1492	105	47.3	521	504	494	1025	1519	113	53.6	517	502	478	1019	1497																																																																																																																																																																																	
140	386	 South Caldwell High 	147	43.8	530	503	489	1033	1522	116	36.6	531	486	478	1017	1495	132	41.6	531	489	480	1020	1500																																																																																																																																																																																	
140	390	 West Caldwell High 	74	41.3	509	469	451	978	1429	88	51.8	477	441	420	918	1338	80	41.5	478	448	419	926	1345																																																																																																																																																																																	
150	 Camden County Schools		77	58.8	490	476	458	966	1424	68	64.2	510	486	463	996	1459	79	63.2	478	452	438	930	1368																																																																																																																																																																																	
150	304	 Camden County High 	77	58.8	490	476	458	966	1424	68	64.2	510	486	463	996	1459	51	65.4	480	450	433	930	1363																																																																																																																																																																																	
150	700	 Cam Tech High 	   		   	   	   	   	   	   	   	   	   	   	   	   	28	59.6	475	456	447	931	1378																																																																																																																																																																																	
160	 Carteret County Schools		295	62.2	527	517	494	1044	1538	287	55.5	528	524	496	1052	1548	300	56.2	532	525	493	1057	1550																																																																																																																																																																																	
160	313	 East Carteret High 	66	52.8	503	521	496	1024	1520	70	54.7	500	508	472	1008	1480	53	43.8	506	518	482	1024	1506																																																																																																																																																																																	
160	314	 Croatan High 	112	78.3	535	528	503	1063	1566	114	71.3	536	528	509	1064	1573	123	68.3	540	536	507	1076	1583																																																																																																																																																																																	
160	344	 West Carteret High 	117	56.8	533	504	484	1037	1521	103	45.0	538	531	496	1069	1565	124	53.2	536	517	483	1053	1536																																																																																																																																																																																	
16A 	 Cape Lookout Marine 		1	4.2	*	*	*	*	*								2	5.7	*	*	*	*	*																																																																																																																																																																																	
170	 Caswell County Schools		88	42.9	476	459	441	935	1376	89	53.9	447	439	418	886	1304	105	50.7	462	448	422	910	1332																																																																																																																																																																																	
170	316	 Bartlett Yancey High 	88	42.9	476	459	441	935	1376	89	53.9	447	439	418	886	1304	105	50.7	462	448	422	910	1332																																																																																																																																																																																	
180	 Catawba County Schools		602	57.6	526	487	471	1013	1484	566	50.5	522	483	464	1005	1469	609	52.9	519	491	464	1010	1474																																																																																																																																																																																	
180	308	 Bandys High 	122	57.5	504	477	460	981	1441	109	57.4	540	500	474	1040	1514	105	48.2	509	484	456	993	1449																																																																																																																																																																																	
180	320	 Bunker Hill High 	75	48.1	509	465	465	974	1439	83	49.4	505	463	442	968	1410	71	42.8	485	461	429	946	1375																																																																																																																																																																																	
180	325	 Catawba Valley Early Coll Hi 			   	   	   	 . 	   	22	30.6	501	505	479	1006	1485	61	91.0	529	513	486	1042	1528																																																																																																																																																																																	
180	340	 Fred T Foard High 	159	61.2	540	501	486	1041	1527	131	53.7	525	477	457	1002	1459	127	45.8	522	499	470	1021	1491																																																																																																																																																																																	
180	348	 Maiden High 	85	55.9	510	448	438	958	1396	76	42.9	505	464	449	969	1418	76	47.2	530	481	449	1011	1460																																																																																																																																																																																	
180	376	 Saint Stephens High 	161	61.2	544	512	485	1056	1541	145	54.7	526	495	479	1021	1500	169	65.5	530	499	479	1029	1508																																																																																																																																																																																	
181	 Hickory City Schools 		200	73.8	534	508	499	1042	1541	166	63.8	548	528	509	1076	1585	158	61.2	532	511	500	1043	1543																																																																																																																																																																																	
181	318	 Catawba Valley High 			   	   	   		   	2	40.0	*	*	*	*	*	2	40.0	*	*	*	*	*																																																																																																																																																																																	
181	322	 Hickory High 	200	75.8	534	508	499	1042	1541	164	64.3	550	530	511	1080	1591	156	61.9	533	512	502	1045	1547																																																																																																																																																																																	
182	 Newton Conover City Schools		138	64.2	507	474	456	981	1437	116	56.9	502	464	455	966	1421	110	57.9	486	461	445	947	1392																																																																																																																																																																																	
182	316	 Newton-Conover High 	120	70.2	510	477	459	987	1446	112	64.0	502	465	456	967	1423	97	61.8	494	465	450	959	1409																																																																																																																																																																																	
182	700	 Newton-Conover Health/Sci 	18	78.3	490	451	433	941	1374	4	50.0	*	*	*	*	*	13	76.5	426	428	405	854	1259																																																																																																																																																																																	
190	 Chatham County Schools 		281	57.9	506	492	481	998	1479	275	62.2	498	485	471	983	1454	281	66.9	490	475	459	965	1424																																																																																																																																																																																	
190	310	 Sage 	   		   	   	   	   	   	   	   	   	   	   	   	   	1	20.0	*	*	*	*	*																																																																																																																																																																																	
190	316	 Chatham Central High 	51	53.1	511	479	473	990	1463	49	56.3	513	470	467	983	1450	69	67.0	489	464	449	953	1402																																																																																																																																																																																	
190	336	 Jordan Matthews High 	84	48.6	492	481	463	973	1436	79	57.7	487	466	455	953	1408	64	48.1	476	445	436	921	1357																																																																																																																																																																																	
190	342	 Northwood High 	146	67.9	512	503	493	1015	1508	147	67.4	499	500	481	999	1480	147	82.1	498	495	475	993	1468																																																																																																																																																																																	
19B 	 Woods Charter 		15	93.8	616	616	585	1232	1817	27	100.0	584	585	551	1169	1720	42	95.5	570	575	542	1145	1687																																																																																																																																																																																	
200	 Cherokee County Schools		114	51.8	504	484	466	988	1454	106	46.5	500	485	469	985	1454	144	58.5	492	476	456	968	1424																																																																																																																																																																																	
200	308	 Andrews High 	33	62.3	477	445	439	922	1361	31	72.1	465	449	433	914	1347	28	59.6	453	450	424	903	1327																																																																																																																																																																																	
200	314	 Hiwassee Dam High 	14	35.9	540	510	489	1050	1539	15	33.3	515	487	471	1002	1473	22	50.0	501	478	450	979	1429																																																																																																																																																																																	
200	328	 Murphy High 	67	63.8	509	498	474	1007	1481	60	52.6	515	503	487	1018	1505	78	61.9	500	484	473	984	1457																																																																																																																																																																																	
200	350	 Tri-County Early College High 	   		   	   	   	   	   	   	   	   	   	   	   	   	16	76.2	508	479	439	987	1426																																																																																																																																																																																	
210	 Edenton-Chowan Schools		66	52.0	483	468	441	951	1392	89	52.0	479	455	440	934	1374	84	55.3	486	479	462	965	1427																																																																																																																																																																																	
210	312	 John A Holmes High 	66	52.0	483	468	441	951	1392	89	52.0	479	455	440	934	1374	84	55.3	486	479	462	965	1427																																																																																																																																																																																	
220	 Clay County Schools 		55	70.5	513	495	483	1008	1491	55	59.8	515	479	481	994	1475	54	55.7	506	495	481	1001	1482																																																																																																																																																																																	
220	310	 Hayesville High 	55	70.5	513	495	483	1008	1491	55	59.8	515	479	481	994	1475	54	55.7	506	495	481	1001	1482																																																																																																																																																																																	
230	 Cleveland County Schools		492	51.1	504	482	465	986	1451	472	47.5	510	485	467	995	1462	482	50.9	509	483	458	992	1450																																																																																																																																																																																	
230	312	 Burns High 	112	48.9	481	457	445	938	1383	91	37.1	510	470	460	980	1440	123	54.9	484	467	439	951	1390																																																																																																																																																																																	
230	322	 Cleveland Early College 	   		   	   	   	   	   	   	   	   	   	   	   	   	1	NA	*	*	*	*	*																																																																																																																																																																																	
230	324	 Crest Senior High 	151	50.7	511	493	467	1004	1471	117	46.4	514	489	469	1003	1472	140	48.6	500	473	451	973	1424																																																																																																																																																																																	
230	350	 Kings Mountain High 	118	49.0	523	489	471	1012	1483	120	48.4	523	497	481	1020	1501	108	44.1	536	494	474	1030	1504																																																																																																																																																																																	
230	361	 Shelby High 	111	59.7	500	486	475	986	1461	144	61.5	497	481	459	978	1437	110	61.8	521	504	472	1025	1497																																																																																																																																																																																	
240	 Columbus County Schools 		163	46.8	459	438	431	897	1328	181	48.3	455	435	425	890	1315	143	38.5	461	440	419	901	1320																																																																																																																																																																																	
240	334	 East Columbus High 	60	55.6	435	423	410	858	1268	61	53.5	429	416	406	845	1251	46	39.3	442	421	404	863	1267																																																																																																																																																																																	
240	371	 South Columbus High 	56	43.8	512	463	483	975	1458	59	43.4	499	483	469	982	1451	42	33.6	493	443	435	936	1371																																																																																																																																																																																	
240	373	 Southeastern Early College 			   	   	   		   	1	50.0	*	*	*	*	*	7	29.2	560	570	531	1130	1661																																																																																																																																																																																	
240	380	 West Columbus High 	47	42.0	426	427	395	853	1248	60	48.8	438	404	397	842	1239	48	47.1	437	436	404	873	1277																																																																																																																																																																																	
241	 Whiteville City Schools 		77	52.0	447	435	444	882	1326	72	45.9	470	426	440	896	1336	70	48.6	499	465	456	964	1420																																																																																																																																																																																	
241	316	 Whiteville High 	77	54.2	447	435	444	882	1326	72	46.8	470	426	440	896	1336	70	52.6	499	465	456	964	1420																																																																																																																																																																																	
250	 Craven County Schools 		413	43.1	503	481	461	984	1445	344	39.5	511	490	471	1001	1472	353	38.3	513	494	461	1007	1468																																																																																																																																																																																	
250	314	 Craven Early College High Scho 			   	   	   	 . 	   	2	200.0	*	*	*	*	*	8	22.2	503	478	464	981	1445																																																																																																																																																																																	
250	340	 Havelock High 	107	36.3	501	495	471	996	1467	78	30.2	518	495	464	1013	1477	76	29.6	517	488	461	1005	1466																																																																																																																																																																																	
250	356	 New Bern High 	238	56.4	504	477	463	981	1444	206	53.2	513	497	483	1010	1493	198	49.0	520	507	472	1027	1499																																																																																																																																																																																	
250	372	 West Craven High 	68	28.3	503	477	440	980	1420	58	25.8	498	461	438	959	1397	71	31.6	492	465	431	957	1388																																																																																																																																																																																	
260	 Cumberland County Schools		1708	53.2	477	469	453	946	1399	1645	51.3	479	470	449	949	1398	1729	54.1	477	470	446	947	1393																																																																																																																																																																																	
260	318	 Jack Britt High 	245	61.9	512	490	483	1002	1485	226	55.0	508	501	482	1009	1491	261	62.1	525	503	492	1028	1520																																																																																																																																																																																	
260	322	 Douglas Byrd High 	129	50.4	422	424	408	846	1254	138	68.7	441	417	393	858	1251	103	49.5	435	422	399	857	1256																																																																																																																																																																																	
260	325	 Cape Fear High 	124	42.9	494	476	460	970	1430	122	44.4	512	488	474	1000	1474	133	43.8	504	495	467	999	1466																																																																																																																																																																																	
260	346	 Cumberland Evening Academy 	2	5.3	*	*	*	*	*	2	3.6	*	*	*	*	*	1	NA	*	*	*	*	*																																																																																																																																																																																	
260	354	 Cross Creek Early College 			   	   	   		   	35	55.6	485	457	439	942	1381	45	95.7	501	500	454	1001	1455																																																																																																																																																																																	
260	357	 Gray's Creek High 	88	44.7	477	477	452	954	1406	84	45.2	475	484	454	959	1413	107	45.0	473	464	435	937	1372																																																																																																																																																																																	
260	359	 E E Smith High 	121	49.0	448	426	419	874	1293	106	45.7	435	430	412	865	1277	99	42.7	431	419	391	850	1241																																																																																																																																																																																	
260	374	 Fuller Performance Learing Ce 			   	   	   	 . 	   	1	3.0	*	*	*	*	*	2	5.7	*	*	*	*	*																																																																																																																																																																																	
260	388	 Massey Hill Classic Sch 	48	77.4	523	525	500	1048	1548	52	82.5	514	517	486	1031	1517	43	75.4	511	517	496	1028	1524																																																																																																																																																																																	
260	408	 Pine Forest High 	201	62.2	462	460	439	922	1361	205	62.3	474	467	448	941	1389	171	58.2	461	462	424	923	1347																																																																																																																																																																																	
260	409	 Ramsey St Hs Alt Program 	1	4.8	*	*	*	*	*								1	3.7	*	*	*	*	*																																																																																																																																																																																	
260	411	 Reid Ross Classical School 	70	92.1	466	483	472	949	1421	46	73.0	472	514	495	986	1481	71	89.9	459	474	449	933	1382																																																																																																																																																																																	
260	424	 Seventy-First High 	142	42.0	464	467	446	931	1377	144	41.0	462	454	431	916	1347	137	46.9	466	455	434	921	1355																																																																																																																																																																																	
260	427	 South View High 	198	53.8	489	475	455	964	1419	203	62.7	478	469	444	947	1391	198	54.4	469	456	433	925	1358																																																																																																																																																																																	
260	446	 Terry Sanford High 	214	70.2	517	509	489	1026	1515	174	58.8	523	511	485	1034	1519	165	61.6	522	520	498	1042	1540																																																																																																																																																																																	
260	455	 Westover High 	121	46.4	416	419	403	835	1238	88	34.5	422	413	402	835	1237	148	54.4	418	424	405	842	1247																																																																																																																																																																																	
260	700	 Howard Health 							   	18	52.9	447	398	389	845	1234	44	86.3	469	474	448	943	1391																																																																																																																																																																																	
270	 Currituck County Schools 		160	56.1	508	485	472	993	1465	143	53.0	502	494	463	996	1459	156	65.8	494	473	447	967	1414																																																																																																																																																																																	
270	306	 Currituck County High 	160	56.1	508	485	472	993	1465	143	53.0	502	494	463	996	1459	156	65.8	494	473	447	967	1414																																																																																																																																																																																	
